업소명,소재지주소,영업상태명,지정일자,지정취소일자,재지정일자
효의 초밥,서울특별시 관악구 신림동 667-21 ,영업,20221124,,
킷사서울,서울특별시 관악구 봉천동 1603-3 ,영업,20231204,,
동해(東海),서울특별시 관악구 신림동 1641-62 ,영업,20231204,,
미가면옥,서울특별시 관악구 봉천동 37-86 ,영업,20191111,,20221124.0
라공방 신림점,서울특별시 관악구 신림동 1422-5 르네상스복합쇼핑몰 ,영업,20191111,,20221124.0
예소반,서울특별시 관악구 신림동 1635-114 ,영업,20201111,,20221124.0
눈꽃초밥,서울특별시 관악구 신림동 611-7 ,영업,20201111,,20221124.0
남도숯불생고기,서울특별시 관악구 신림동 704-13 성수빌딩 ,영업,20221124,,
정숙성,서울특별시 관악구 봉천동 1603-3 ,영업,20211115,,20221124.0
일구칠구 매운탕,서울특별시 관악구 신림동 528-19 ,영업,20211115,,20221124.0
명태어장 난곡점,서울특별시 관악구 신림동 635-21 ,영업,20231204,,
키라키라윤 샤로수길점,서울특별시 관악구 봉천동 1598-2 ,영업,20231204,,
칠곡 본점,서울특별시 관악구 봉천동 1625-7 ,영업,20231204,,
제주청정돼지 어멍,서울특별시 관악구 봉천동 1620-42 ,영업,20231204,,
텐동요츠야,서울특별시 관악구 봉천동 1612-40 ,영업,20231204,,
코스모스가든,서울특별시 서초구 내곡동 1-679 ,영업,20030718,20050728.0,20030718.0
진미정,서울특별시 서초구 서초동 1579-9 ,영업,20030718,20100111.0,20070726.0
통큰 솥뚜껑 닭볶음탕 방배역점,서울특별시 서초구 방배동 912-9 1층 ,영업,20231114,,20241128.0
차돌풍(방배점),서울특별시 서초구 방배동 911-18 1층 ,영업,20231114,,20241128.0
참이맛 감자탕,서울특별시 서초구 서초동 1302-44 1층 ,영업,20060727,,20241128.0
서초버드나무집,서울특별시 서초구 서초동 1340-5 ,영업,20030718,,20241128.0
댓짱 돈까스,서울특별시 서초구 방배동 1031-1 (1층?) ,영업,20100630,20221230.0,20150212.0
임광루,"서울특별시 서초구 방배동 1024-4 1층 9호, 1층 10호 ",영업,20140121,,20241128.0
삼호복집,서울특별시 서초구 서초동 1338-10 ,영업,20030718,,20241128.0
서동한우 강남점,"서울특별시 서초구 서초동 1327-29 서초파라곤 201호,208호 ",영업,20060727,,20241128.0
모아정,서울특별시 서초구 서초동 1565-19 UH Building 지하1층 ,영업,20030718,20040309.0,20030718.0
서초정육식당,서울특별시 서초구 서초동 1503-19 ,영업,20030718,,20241128.0
조개밭,서울특별시 서초구 방배동 450-15 용빌딩2층 ,영업,20030718,20221231.0,20150212.0
명가 무안뻘낙지,서울특별시 서초구 서초동 1365-7 1층 ,영업,20030718,20031030.0,20030718.0
강남역 파스타,서울특별시 서초구 서초동 1307-4 ,영업,20180123,,20241128.0
부산복집,서울특별시 서초구 서초동 1581-2 ,영업,20080805,20221231.0,20150212.0
참설농탕,서울특별시 서초구 서초동 1340 1층 ,영업,20090724,20221231.0,20150212.0
일점사,서울특별시 서초구 서초동 1569-15 ,영업,20030718,20190208.0,20101005.0
리밍,서울특별시 서초구 서초동 1576-1 지층 ,영업,20030718,20221231.0,20150212.0
빨강다람쥐,서울특별시 서초구 양재동 327 1층 ,영업,20030718,20100113.0,20070726.0
노을,서울특별시 서초구 방배동 479-3 1층 ,영업,20140121,20221231.0,20150212.0
구퉁이 교대점,서울특별시 서초구 서초동 1565-6 ,영업,20030718,20101025.0,20091202.0
함흥식당,서울특별시 서초구 양재동 273-5 ,영업,20030718,20221231.0,20150212.0
강나루,서울특별시 서초구 서초동 1705 정곡빌딩 지하1층 ,영업,20030718,20060131.0,20050728.0
바른식 시골보쌈 앤 옹심이,서울특별시 서초구 서초동 1658-1 1층 2층 ,영업,20201202,,20241128.0
장수본가해장국 남부터미널점,서울특별시 서초구 서초동 1600-1 ,영업,20030718,20221231.0,20150212.0
태평양,"서울특별시 서초구 서초동 1691-1 지하1층, ",영업,20070726,,20241128.0
초동집,서울특별시 서초구 방배동 452-4 ,영업,20040816,20100906.0,20091202.0
취향,서울특별시 서초구 잠원동 15-10 라성빌딩 1층 ,영업,20070726,20230113.0,20150212.0
서호정,"서울특별시 서초구 서초동 1558-8 , 9호 1층 ",영업,20090724,20221231.0,20101005.0
더맛있는족발보쌈교대점,서울특별시 서초구 서초동 1567-7 1층 ,영업,20090724,20110115.0,20101005.0
서귀포 오분작 뚝배기,서울특별시 서초구 서초동 1556-1 락앤락 ,영업,20030718,20221231.0,20150212.0
평안도식당 교대지점,서울특별시 서초구 서초동 1715-2 1층 ,영업,20201202,,20241128.0
봉평고향메밀촌,서울특별시 서초구 잠원동 39-1 동화빌딩 1층 ,영업,20030718,,20241128.0
서초간장게장,서울특별시 서초구 서초동 1694-34 1층 ,영업,20030718,20041206.0,20030718.0
서초보쌈,서울특별시 서초구 서초동 1689-6 103호,영업,20030718,20221231.0,20150212.0
송가네보쌈,서울특별시 서초구 방배동 911-20 (2층?) ,영업,20030718,20221231.0,20150212.0
신의주왕족발순대국,서울특별시 서초구 서초동 1555-3 1층 ,영업,20211214,20231114.0,20221129.0
임병주 산동칼국수,"서울특별시 서초구 서초동 1365 임병주 산동칼국수 2층, 3층 ",영업,20030718,20060922.0,20060727.0
대판수사,서울특별시 서초구 방배동 983-3 ,영업,20030718,20111014.0,20101004.0
나나마구로,"서울특별시 서초구 서초동 1571-6 1층, 2층 ",영업,20060727,,20241128.0
선궁,서울특별시 서초구 서초동 1451-34 ,영업,20030718,20221231.0,20150212.0
서초아구찜,서울특별시 서초구 서초동 1588-8 1층 105호 ,영업,20090724,,20241128.0
구구치킨 을지로골뱅이,서울특별시 서초구 양재동 9-10 1층 ,영업,20030718,20040702.0,20030718.0
상지원,서울특별시 서초구 양재동 69-5 지하1층 ,영업,20060727,20221231.0,20150212.0
조가네 갑오징어 방배카페거리점,서울특별시 서초구 방배동 768-13 1층 ,영업,20030718,,20241128.0
육목원,서울특별시 서초구 서초동 1330-15 1층 ,영업,20221129,20241128.0,20231114.0
서초원,서울특별시 서초구 서초동 1715-10 (지하 1층?) ,영업,20030718,,20241128.0
우작설렁탕,서울특별시 서초구 서초동 1621-5 ,영업,20030718,,20241128.0
기와집순두부 서초점,서울특별시 서초구 서초동 1695-5 지하1층 ,영업,20090724,,20241128.0
어랑 생선밥상,서울특별시 서초구 반포동 739-19 1층 ,영업,20160720,,20241128.0
판교집 양재직영점,서울특별시 서초구 양재동 272-7 ,영업,20030718,20031208.0,20030718.0
오대산산채전문점,서울특별시 서초구 양재동 2-13 ,영업,20030718,20040106.0,20030718.0
수다 서래점,서울특별시 서초구 반포동 93-7 한영빌딩 1층 ,영업,20030718,20101022.0,20291222.0
영동설농탕,서울특별시 서초구 잠원동 10-53 ,영업,20090724,20221231.0,20150212.0
대나무골 2호점,서울특별시 서초구 서초동 1709-4 지하1층 ,영업,20060727,20221231.0,20150212.0
토박이,서울특별시 서초구 반포동 549-16 ,영업,20100630,20221231.0,20150212.0
북해도,서울특별시 서초구 서초동 1717-6 지하1층 ,영업,20050728,,20241128.0
소들녘 서초점,서울특별시 서초구 서초동 1485-5 (소방 1 2층) ,영업,20030718,,20241128.0
장꼬방김치찌개전문,서울특별시 서초구 서초동 1438-8 ,영업,20030718,20041025.0,20030718.0
영변,서울특별시 서초구 서초동 1503-13 2층 ,영업,20030718,,20241128.0
김대감봉평메밀촌,서울특별시 서초구 방배동 778-11 2층 ,영업,20181218,,20241128.0
옥된장(양재시민의숲점),서울특별시 서초구 양재동 354-10 1층 ,영업,20050728,20100113.0,20070726.0
곤드레집,"서울특별시 서초구 신원동 195-16 1층,2층 ",영업,20181218,,20241128.0
한지박,서울특별시 서초구 반포동 58-6 ,영업,20191217,,20241128.0
맷돌로만청계산점,서울특별시 서초구 신원동 192-12 ,영업,20150225,,20241128.0
원터,서울특별시 서초구 신원동 609 프라임시티 1층104호 ,영업,20030718,20100113.0,20070726.0
진곱 포차,서울특별시 서초구 양재동 279-10 ,영업,20030718,20080317.0,20070726.0
대나무골,서울특별시 서초구 서초동 1709-4 ,영업,20080805,,20241128.0
석암 생소금구이 사당점,서울특별시 서초구 방배동 450-26 ,영업,20201202,20231114.0,20221129.0
원당,서울특별시 서초구 서초동 1571-26 ,영업,20050728,,20241128.0
미각,서울특별시 서초구 서초동 1543-1 ,영업,20100630,20221231.0,20150212.0
듬북담북(뱅뱅점),서울특별시 서초구 서초동 1340-3 1층 ,영업,20090724,,20241128.0
동신참치양재직영점,서울특별시 서초구 양재동 24 스포타임 엘타워 ,영업,20181218,,20241128.0
한우플러스,서울특별시 서초구 서초동 1576-9 지산빌딩 2층 ,영업,20181218,,20241128.0
금강바베큐,서울특별시 서초구 반포동 746-9 (104호?) ,영업,20201202,20231114.0,20221129.0
황궁,서울특별시 서초구 서초동 1705 정곡빌딩서관 지하1층 ,영업,20090724,20241128.0,20231114.0
내고향본가,서울특별시 서초구 잠원동 15-4 샤르망 ,영업,20030718,,20241128.0
들밥 나들이,서울특별시 서초구 원지동 414-10 (1층?) ,영업,20181218,,20241128.0
대홍관,서울특별시 서초구 신원동 219-1 1층 ,영업,20030718,20221231.0,20150212.0
정여사 손칼국수,서울특별시 서초구 우면동 64-2 201호,영업,20090724,,20241128.0
소호정,"서울특별시 서초구 양재동 392-11 (1,2층) ",영업,20181218,,20241128.0
초연,서울특별시 서초구 서초동 1591-5 지상동 1층호,영업,20030718,20110816.0,20101006.0
문쥬스,서울특별시 서초구 방배동 851-9 1층 ,영업,20040816,20080317.0,20070726.0
참숯애 서래갈비,서울특별시 서초구 방배동 818-13 ,영업,20140121,20221231.0,20150212.0
깊은바다(우면점),서울특별시 서초구 우면동 7 다산빌딩 2층 ,영업,20030718,20100111.0,20070726.0
명궁,"서울특별시 서초구 우면동 65-1 한일프라자 201,202,203호 ",영업,20030718,20221231.0,20150212.0
돈데이,서울특별시 서초구 방배동 795-9 외 1필지 1층 ,영업,20030718,20060316.0,20050728.0
감격시대,서울특별시 서초구 서초동 1579-4 1층 ,영업,20070726,20101025.0,20100107.0
신태평양,서울특별시 서초구 서초동 1692-4 지하1층 가호,영업,20070726,,20241128.0
주식회사 엠에프지코리아 매드포갈릭 예술의전당점,서울특별시 서초구 서초동 1451-34 (지하1층?) ,영업,20030718,20221231.0,20150212.0
포폴라리타,서울특별시 서초구 반포동 96-1 1층 ,영업,20070726,,20241128.0
마포네,서울특별시 서초구 양재동 15-5 (1층?) ,영업,20030718,20111014.0,20101001.0
안동식당,서울특별시 서초구 양재동 332-7 ,영업,20030718,20061229.0,20060727.0
교촌치킨 양재 1호점,서울특별시 서초구 양재동 319-1 ,영업,20050728,20111014.0,20101001.0
목포항간장게장아구찜,서울특별시 서초구 잠원동 22-18 ,영업,20090724,20130130.0,20100930.0
땅끝마을,서울특별시 서초구 서초동 1712-2 동용빌딩 101호,영업,20231114,,20241128.0
성민양꼬치,서울특별시 서초구 방배동 449-4 1층 ,영업,20030718,20221231.0,20150212.0
공리,서울특별시 서초구 서초동 1462-1 1층 ,영업,20201202,,20241128.0
대독장 교대점,서울특별시 서초구 서초동 1572-9 지상 2층 ,영업,20030718,20080317.0,20070726.0
닭다방 닭갈비,서울특별시 서초구 서초동 1571-16 (2층) ,영업,20030718,20040816.0,20030718.0
광양 참 숯불고기,서울특별시 서초구 서초동 1341-2 ,영업,20030718,20091228.0,20070726.0
우밀가 서초점,서울특별시 서초구 서초동 1552-1 대영빌딩 1층 ,영업,20090724,20221231.0,20150212.0
봉추찜닭,서울특별시 서초구 서초동 1574-6 101호,영업,20070726,,20241128.0
진동둔횟집,"서울특별시 서초구 잠원동 36-18 지하1층,1층,2층 ",영업,20030718,,20241128.0
하나,서울특별시 서초구 서초동 1657-10 (지하 1층?) ,영업,20060727,20080317.0,20070726.0
공리,"서울특별시 서초구 잠원동 26-9 1층,2층 ",영업,20070726,20221231.0,20150212.0
면식당 교대역점,서울특별시 서초구 서초동 1552-18 1층 ,영업,20180627,20241128.0,20231114.0
탐라도야지,서울특별시 서초구 서초동 1566-8 ,영업,20030718,20221231.0,20101001.0
송강,서울특별시 서초구 방배동 1002-1 1층 ,영업,20060727,,20241128.0
방배순대국,서울특별시 서초구 방배동 924-9 1층 ,영업,20181218,,20241128.0
본가왕뼈감자탕 서초점,서울특별시 서초구 서초동 1340-2 (1층?) ,영업,20181218,,20241128.0
쌍다리돼지불백 양재점,서울특별시 서초구 양재동 268 1층 ,영업,20221129,,20241128.0
한촌설렁탕,서울특별시 서초구 양재동 289-9 ,영업,20030718,,20241128.0
신의주찹쌀순대&숯불갈비,서울특별시 서초구 방배동 453-23 (1층) ,영업,20171013,,20241128.0
나 살던 고향,서울특별시 서초구 서초동 1363-5 1층 ,영업,20030718,20041012.0,20030718.0
제주은희네해장국 예술의 전당점,서울특별시 서초구 서초동 1585-14 (지상1층) ,영업,20070726,20221231.0,20150212.0
우면산,서울특별시 서초구 방배동 478-5 1층 ,영업,20181218,,20241128.0
(주)배나무골,서울특별시 서초구 양재동 241-3 ,영업,20030718,,20241128.0
VOLARE by 장미의숲,서울특별시 서초구 반포동 107-2 1층 ,영업,20030718,20080317.0,20070726.0
서래횟집,서울특별시 서초구 반포동 104-2 1층 ,영업,20181218,,20241128.0
신가예촌,서울특별시 서초구 서초동 1355-17 서초대우디오빌 1층 106호 ,영업,20070726,,20241128.0
오발탄,"서울특별시 서초구 서초동 1720-1 1,2,3층 ",영업,20030718,,20241128.0
오선채,서울특별시 서초구 양재동 1-23 (지하 1층?) ,영업,20080805,,20241128.0
가자GO,서울특별시 서초구 서초동 1302-45 양정빌딩 지상1층 가호 ,영업,20030718,20221231.0,20150212.0
방배명가,서울특별시 서초구 방배동 873-20 1층 ,영업,20181218,,20241128.0
갈비세상,서울특별시 서초구 양재동 11-7 ,영업,20030718,20050228.0,20030718.0
램하우스 서초법원점,"서울특별시 서초구 서초동 1713-4 ,5,6 (202호) ",영업,20140121,,20241128.0
장원한정식,서울특별시 서초구 서초동 1714-16 ,영업,20070726,,20241128.0
완산골명가 남부터미널점,서울특별시 서초구 서초동 1441-1 (지상1층) ,영업,20130218,20221231.0,20150212.0
설국,서울특별시 서초구 서초동 1694-22 (1층) ,영업,20030718,20221231.0,20150212.0
청정해참치,서울특별시 서초구 양재동 23-0 환승주차장 201호 ,영업,20181218,,20241128.0
다리원,서울특별시 서초구 방배동 909-7 1층 ,영업,20030718,20090522.0,20070726.0
진대감 강남역 삼성타운점,서울특별시 서초구 서초동 1330-13 우영빌딩 2층 ,영업,20191217,,20241128.0
고려향,서울특별시 서초구 양재동 20-28 극동빌딩 1층 ,영업,20100630,20221231.0,20150212.0
파샤터키레스토랑,서울특별시 서초구 서초동 1317-31 세계빌딩4층 ,영업,20050728,20221231.0,20150212.0
리향,서울특별시 서초구 서초동 1552-7 2층 ,영업,20160718,,20241128.0
마포갈비,서울특별시 서초구 방배동 912-10 1층 ,영업,20030718,20111014.0,20101004.0
우대포 양재점,서울특별시 서초구 서초동 1340-14 ,영업,20171013,,20241128.0
곱창이곶,"서울특별시 서초구 방배동 983-11 1층 102호,106호 ",영업,20130218,20221231.0,20150212.0
족발 신선생 방배점,서울특별시 서초구 방배동 924-7 1층 ,영업,20191217,20241128.0,20231114.0
여의도생고기,서울특별시 서초구 내곡동 1-273 (지상1층) ,영업,20181218,,20241128.0
이디야,서울특별시 서초구 서초동 1555-17 1층 ,영업,20030718,20040809.0,20030718.0
신이주신선물 오리고기 싸고맛있는집,서울특별시 서초구 반포동 706-3 1층 ,영업,20080805,20221231.0,20150212.0
백년옥별관,서울특별시 서초구 서초동 1451-93 1층 ,영업,20030718,20080317.0,20070726.0
9595,서울특별시 서초구 양재동 354-12 1층 ,영업,20060727,20140109.0,20100113.0
평가옥(반포점),서울특별시 서초구 반포동 746-5 서일빌딩 1층 (103-107호) ,영업,20120119,,20241128.0
맛닭꼬,서울특별시 서초구 방배동 1432 1층 ,영업,20090724,20221231.0,20101005.0
산청리56 솥뚜껑 생삼겹살,서울특별시 서초구 서초동 1665-1 1층 ,영업,20231114,,20241128.0
대포식당,서울특별시 서초구 방배동 924-3 1층 ,영업,20030718,20080317.0,20070726.0
어진,서울특별시 서초구 양재동 242-4 ,영업,20130218,,20241128.0
(주)톰볼라,서울특별시 서초구 반포동 106-8 1층 101호 ,영업,20181218,,20241128.0
명동보리밥 방배점,서울특별시 서초구 방배동 898-3 지상2층 201호 ,영업,20060727,,20241128.0
초선과여포,서울특별시 서초구 서초동 1330-16 201호 ,영업,20040816,,20241128.0
우리바다생태찌개,서울특별시 서초구 서초동 1564-12 1층 ,영업,20080805,,20241128.0
서초 불쭈꾸미,서울특별시 서초구 서초동 1552-6 지상1층 ,영업,20060727,,20241128.0
한우등심한판,서울특별시 서초구 서초동 1308-4 실버타운오피스텔 ,영업,20231114,,20241128.0
가조고향마을,서울특별시 서초구 서초동 1552-16 1층 ,영업,20040816,,20241128.0
소곰집 양재점,서울특별시 서초구 양재동 13-10 1층 ,영업,20231114,,20241128.0
방배 육감,"서울특별시 서초구 방배동 475-29 지상1층,2층 ",영업,20140121,,20241128.0
전주콩나루콩나물국밥,서울특별시 서초구 서초동 1365-5 지상1층 ,영업,20060727,20100114.0,20070726.0
자인뭉티기,서울특별시 서초구 서초동 1363-7 1층 ,영업,20181218,,20241128.0
미유끼,서울특별시 서초구 서초동 1540-11 보광빌딩 지하1층 ,영업,20070726,20221231.0,20150212.0
이남장(서초점),"서울특별시 서초구 서초동 1715-1 1층,2층,3층 ",영업,20050728,,20241128.0
지현,서울특별시 서초구 방배동 910-4 (지상1층) ,영업,20120119,20221231.0,20150212.0
마구로센,서울특별시 서초구 잠원동 22-5 지상1층 ,영업,20050728,20221231.0,20150212.0
춘향골 추어탕,서울특별시 서초구 서초동 1342-7 1층 ,영업,20160718,,20241128.0
제주어항1950,서울특별시 서초구 방배동 836-5 ,영업,20130218,,20241128.0
착한초밥 & 국민횟집,서울특별시 서초구 서초동 1544-2 1층 ,영업,20050728,20200722.0,20150212.0
방배골식당,서울특별시 서초구 방배동 1022-2 (지상2층) ,영업,20060727,,20241128.0
동지섣달 꽃본듯이,서울특별시 서초구 원지동 419 지상 2층 ,영업,20181218,,20241128.0
목우촌마을 청계산점,서울특별시 서초구 원지동 375 1층 ,영업,20181218,20241128.0,20231114.0
서병장 부대찌개,서울특별시 서초구 서초동 1660-27 1층 ,영업,20070726,20140109.0,20091204.0
황제,서울특별시 서초구 반포동 105-1 (지상2층) ,영업,20090724,,20241128.0
지호한방삼계탕,서울특별시 서초구 서초동 1460-1 (지상1층) ,영업,20060727,20120907.0,20100929.0
진대감,서울특별시 서초구 잠원동 23-8 수인빌딩 지상1층 ,영업,20050728,,20241128.0
갈비사랑,"서울특별시 서초구 양재동 14-3 지1층,지상1,2,3,4,5층 ",영업,20050728,,20241128.0
송이하랑,"서울특별시 서초구 방배동 866-6 지상1층,2층 ",영업,20050728,,20241128.0
늘봄웰봄,"서울특별시 서초구 서초동 1685-3 아크로비스타지하1층지하A-105,A-106,A-107호 ",영업,20070726,,20241128.0
만강홍 교대본점,서울특별시 서초구 서초동 1669-8 1층 ,영업,20201202,,20241128.0
코다리밥도둑 방배점,서울특별시 서초구 방배동 751-1 지하1층 ,영업,20120119,,20241128.0
리차이,서울특별시 서초구 방배동 875-15 1층 ,영업,20150225,,20241128.0
토라 강남점,서울특별시 서초구 서초동 1308-10 2층 202호 ,영업,20060727,20221231.0,20150212.0
조선면옥,서울특별시 서초구 원지동 379-4 2층 ,영업,20181218,20231114.0,20221129.0
청기와타운(교대점),서울특별시 서초구 서초동 1570-1 102호,영업,20080805,20221231.0,20101004.0
교촌치킨 반포삼호가든점,서울특별시 서초구 반포동 53-7 1층 ,영업,20090724,20140109.0,20091130.0
등촌샤브칼국수 양재매헌점,서울특별시 서초구 양재동 327-18 1층 ,영업,20221129,20241128.0,20231114.0
홍.낙.제,서울특별시 서초구 서초동 1697-16 1층 ,영업,20181218,,20241128.0
돝Plus(돝플러스),서울특별시 서초구 방배동 851-18 1층 ,영업,20060727,20111014.0,20101001.0
주식회사 맛있는이야기 노랑저고리,서울특별시 서초구 서초동 1316-29 타임빌딩 601호 ,영업,20090724,,20241128.0
CARNE BRASIL GRILL (까르니 브라질 그릴),서울특별시 서초구 방배동 909-4 5층 ,영업,20181218,,20241128.0
주식회사 서석대,서울특별시 서초구 서초동 1678-1 서초동 동아빌라트 102호 ,영업,20090724,,20241128.0
놀란치킨,서울특별시 서초구 서초동 1327-29 서초파라곤 101호,영업,20060727,20221231.0,20150212.0
김치 도가,서울특별시 서초구 서초동 1549-12 1층 ,영업,20090724,20221231.0,20150212.0
통영 味鮮,서울특별시 서초구 서초동 1443-24 진양빌딩 1층 ,영업,20100630,20221231.0,20150212.0
생활맥주 교대2호점,서울특별시 서초구 서초동 1567-8 1층 ,영업,20100630,20241128.0,20231114.0
양재시민의숲점 하남돼지집,서울특별시 서초구 양재동 351-3 1층 ,영업,20060727,20221231.0,20150212.0
삼성각,서울특별시 서초구 서초동 1330-18 2층 ,영업,20070726,,20241128.0
장수원,"서울특별시 서초구 방배동 778-27 지하1층,1층,2층 ",영업,20171013,,20241128.0
소담채,"서울특별시 서초구 원지동 419-1 지하1층, 1층, 2층 ",영업,20181218,,20241128.0
만다린,서울특별시 서초구 방배동 1020-2 1층 ,영업,20090724,,20241128.0
담소사골순대 이수역점,"서울특별시 서초구 방배동 421-1 세양아르비채 101호,102호,103호 ",영업,20191217,,20241128.0
신선설농탕,서울특별시 서초구 서초동 1443-8 1층 ,영업,20090724,,20241128.0
사쿠,서울특별시 서초구 잠원동 14-9 대영빌딩 1층 ,영업,20201202,,20241128.0
함포해장,서울특별시 서초구 방배동 985-2 1층 ,영업,20140121,20221231.0,20150212.0
풍년참숯불갈비,"서울특별시 서초구 서초동 1327-29 1층 102호,103호 ",영업,20080805,20111014.0,20101006.0
의정부 평양면옥,"서울특별시 서초구 잠원동 29-23 1,2층 ",영업,20080805,,20241128.0
정선콩국수 소소정,서울특별시 서초구 방배동 813-8 1층 ,영업,20140121,20250819.0,20241128.0
메기대감,서울특별시 서초구 양재동 13-6 1층 ,영업,20080805,20111014.0,20101004.0
강릉집,서울특별시 서초구 서초동 1327-29 B02호 ,영업,20070726,20100730.0,20091130.0
선화의 고기,서울특별시 서초구 방배동 936-4 1층 ,영업,20201202,,20241128.0
속리산 염소요리 전문점,서울특별시 서초구 서초동 1708-6 두언빌딩 1층 ,영업,20211214,,20241128.0
고향풍천장어,서울특별시 서초구 방배동 836-5 1층의 일부 ,영업,20080805,20111014.0,20101001.0
구이마마,서울특별시 서초구 양재동 114 1층 ,영업,20090724,,20241128.0
한국찹쌀순대,"서울특별시 서초구 서초동 1599-2 LG에클라트 109호,110호 ",영업,20090724,20130130.0,20101006.0
한국회관,"서울특별시 서초구 반포동 107-45 가동 1층,2층 ",영업,20130218,,20241128.0
서래본가,"서울특별시 서초구 반포동 93-1 1층,2층,3층 ",영업,20090724,,20241128.0
만발,서울특별시 서초구 방배동 878-1 1층 ,영업,20191217,,20241128.0
바르미샤브샤브앤칼국수,서울특별시 서초구 방배동 444-3 2층 202-2호,영업,20080805,20241128.0,20231114.0
낙천정,"서울특별시 서초구 서초동 1531-3 2층,3층 ",영업,20231114,,20241128.0
원조마산콧털네아구찜,서울특별시 서초구 잠원동 20-1 근생빌딩 A동 1층 ,영업,20191217,,20241128.0
홍천한우,"서울특별시 서초구 서초동 1595-8 2층일부,3층일부 ",영업,20150225,,20241128.0
원당감자탕,서울특별시 서초구 방배동 451-8 2층 3층 ,영업,20171013,,20241128.0
평가옥,"서울특별시 서초구 양재동 277-2 1층,2층 ",영업,20120119,,20241128.0
등촌샤브칼국수,서울특별시 서초구 서초동 1550-10 초석빌딩 1층 101호,영업,20231114,,20241128.0
약초마을,서울특별시 서초구 양재동 353-5 1층 ,영업,20130218,,20241128.0
남도찌개,서울특별시 서초구 서초동 1571-20 1층 ,영업,20231114,,20241128.0
놀부부대찌게철판구이,서울특별시 서초구 양재동 276-1 1층 ,영업,20090724,20221231.0,20150212.0
디오디아(DIODIA),서울특별시 서초구 양재동 24 스포타임 5층 ,영업,20181218,,20241128.0
미양마늘보쌈집,서울특별시 서초구 서초동 1445-4 래미안서초유니빌 2층  220호 ,영업,20090724,20221231.0,20150212.0
김영희 강남동태찜 이수점,"서울특별시 서초구 방배동 3001-2 방배디오슈페리움 1차 B117~119, B122~126호 ",영업,20181218,,20241128.0
우동 키누(UDON KINU),서울특별시 서초구 방배동 850-1 1층(104호?) ,영업,20150225,,20241128.0
방배골숯불갈비,서울특별시 서초구 방배동 763-32 101호,영업,20181218,,20241128.0
국수명가,서울특별시 서초구 서초동 1588-13 ,영업,20140121,,20241128.0
여진족,"서울특별시 서초구 방배동 451-5 1층, 지하1층 ",영업,20171013,,20241128.0
카츠공방 내방역점,서울특별시 서초구 방배동 851-6 태창빌딩 1층 가호,영업,20140121,20221231.0,20150212.0
시골집,서울특별시 서초구 서초동 1459-11 1층 ,영업,20201202,,20241128.0
백씨네 백년삼겹살,서울특별시 서초구 서초동 1443-4 1층 ,영업,20191217,20241128.0,20231114.0
포메인서초점,서울특별시 서초구 서초동 1543-8 1층 102호? ,영업,20160718,,20241128.0
더가든 키친,서울특별시 서초구 잠원동 6-1 더리버사이드호텔 1층(지하 1층?) 1동 ,영업,20181218,20241128.0,20231114.0
송쉐프,서울특별시 서초구 서초동 1431-14 ,영업,20130218,,20241128.0
(주)댓짱돈까스,서울특별시 서초구 방배동 1021-14 파크에비뉴빌딩 1층 ,영업,20190228,,20241128.0
솥밥 모랑 강남점,서울특별시 서초구 서초동 1328-11 대우도씨에빛2 212호,영업,20181218,,20241128.0
건너편갈비살,"서울특별시 서초구 반포동 703-3 2층 201,202,203,204,205호 ",영업,20211214,,20241128.0
두껍삼 강남직영점,서울특별시 서초구 서초동 1330-16 1층 (101호?) ,영업,20171013,,20241128.0
이모 전주콩나물 국밥,서울특별시 서초구 잠원동 21-1 2층 ,영업,20181218,20241128.0,20231114.0
한우명가 노고단,서울특별시 서초구 서초동 1704-1 정곡빌딩 동관 지하15호 ,영업,20120119,,20241128.0
사랑채,서울특별시 서초구 양재동 320-4 1층 ,영업,20181218,,20241128.0
됐소강남,서울특별시 서초구 서초동 1327-13 B101호 일부 ,영업,20211214,,20241128.0
아기다람쥐,서울특별시 서초구 방배동 3001-2 방배디오슈페리움Ⅰ 제1층 제109-1호 ,영업,20201202,,20241128.0
옛날 손칼국수 전문점,서울특별시 서초구 서초동 1697-31 1층 ,영업,20211214,,20241128.0
백년 한정식,서울특별시 서초구 서초동 1451-95 지하1층 ,영업,20130218,20220616.0,20150212.0
서초LA,서울특별시 서초구 서초동 1511-12 ,영업,20140121,,20241128.0
팔당족발,서울특별시 서초구 방배동 777-5 1층 ,영업,20191217,,20241128.0
개성손만두요리전문점 방배점,서울특별시 서초구 방배동 793-21 외 1필지 1층 ,영업,20201202,,20241128.0
서리풀,서울특별시 서초구 반포동 65-2 은성빌딩 1층 ,영업,20130218,20221231.0,20150212.0
U-소백산,"서울특별시 서초구 양재동 346 (지하1층,지상2층) ",영업,20201202,,20241128.0
부일갈비,서울특별시 서초구 서초동 1427-6 101호,영업,20181218,,20241128.0
주식회사 우밀가,서울특별시 서초구 서초동 1713-4 길도 BD 1층 104호,영업,20160718,,20241128.0
민어사랑,서울특별시 서초구 방배동 1001-9 1층 ,영업,20130218,,20241128.0
경복궁서초점(주)엔타스,"서울특별시 서초구 반포동 44-4 ~6호 3, 4층 ",영업,20181218,,20241128.0
해우담 서초본점,서울특별시 서초구 서초동 1329-4 우남빌딩 지하1층 ,영업,20181218,,20241128.0
