업소명,소재지주소,영업상태명,지정일자,지정취소일자,재지정일자
한우우진명가,경기도 안양시 동안구 관양동 1600-3 ,영업,20090630,20110726.0,20100702.0
씨제이푸드빌(주) 빕스 비산점,경기도 안양시 동안구 비산동 367-2 ,영업,20090630,,20241030.0
옥류연,"경기도 안양시 동안구 관양동 1598 201,202,203호 ",영업,20190724,,20241030.0
광희문,경기도 안양시 동안구 관양동 1511-7 ,영업,20130711,20211102.0,20201029.0
동해바다,경기도 안양시 동안구 비산동 1049-15 ,영업,20060719,20071023.0,20070720.0
나오리장작구이 비산점,경기도 안양시 동안구 비산동 1030-5 ,영업,20070720,20100126.0,20090630.0
웰빙참치,경기도 안양시 동안구 호계동 711-1 ,영업,20130711,,20241030.0
제일쪽갈비 호계점,경기도 안양시 동안구 호계동 711-1 ,영업,20160720,20231124.0,20221026.0
코다리명가,경기도 안양시 동안구 관양동 1605 ,영업,20051114,20060908.0,20060719.0
춘하추동,경기도 안양시 동안구 호계동 859-15 ,영업,20051114,20110726.0,20100702.0
산마을 베이커리카페,경기도 안양시 동안구 비산동 162-1 ,영업,20180720,20231124.0,20231124.0
유성통닭,경기도 안양시 동안구 관양동 1501-4 1층+2층 ,영업,20190724,,20241030.0
천수한방삼계탕(평촌점),경기도 안양시 동안구 관양동 1605 ,영업,20120725,,20241030.0
수백당 안양평촌점,경기도 안양시 동안구 관양동 1605 ,영업,20120725,20160310.0,20150723.0
서민구이,경기도 안양시 동안구 관양동 1386-1 ,영업,20051114,20120725.0,20100702.0
삼성갈비,경기도 안양시 동안구 비산동 459-52 ,영업,20100702,20180720.0,20170630.0
옛골가마솥뼈다귀,경기도 안양시 동안구 평촌동 72-9 ,영업,20080806,,20241030.0
착한동안부페,"경기도 안양시 동안구 비산동 1112-1 안양건설타워 210호, 211호 ",영업,20160720,,20241030.0
시래와보리,경기도 안양시 동안구 비산동 1112-1 안양건설타워 ,영업,20160720,20241030.0,20231124.0
서프라이즈,경기도 안양시 동안구 비산동 1115 ,영업,20090630,20110726.0,20100702.0
소나무푸드,"경기도 안양시 동안구 호계동 555-9 지하 104,105호 ",영업,20100702,20241030.0,20231124.0
모듬생선구이밥상,경기도 안양시 동안구 호계동 938-9 ,영업,20170630,20201029.0,20190724.0
우루루,경기도 안양시 동안구 관양동 736-4 지상1층 ,영업,20180720,20241030.0,20231124.0
우한판,경기도 안양시 동안구 평촌동 136-3 ,영업,20100702,,20241030.0
참항제주뚝배기,경기도 안양시 동안구 비산동 1115 ,영업,20090630,20211102.0,20201029.0
한송정,경기도 안양시 동안구 관양동 1044-3 ,영업,20160720,,20241030.0
운동장화로구이,경기도 안양시 동안구 비산동 1026-1 ,영업,20090630,,20241030.0
이가네 양꼬치 평촌역직영점,경기도 안양시 동안구 관양동 1607 ,영업,20180720,20241030.0,20231124.0
진성장어,"경기도 안양시 동안구 평촌동 170-1 지상1층, 지상2층 ",영업,20160720,20241030.0,20231124.0
성시돌 생고기,경기도 안양시 동안구 평촌동 126-1 외1필지 ,영업,20090630,20110726.0,20100702.0
하와이식당,경기도 안양시 동안구 평촌동 126-1 ,영업,20090630,20170314.0,20160720.0
발리드메유한회사,경기도 안양시 동안구 호계동 1051 ,영업,20130711,20221026.0,20211102.0
병천순대,경기도 안양시 동안구 호계동 1048-3 ,영업,20080806,20230309.0,20221026.0
양균이네 무쇠 생삼겹,경기도 안양시 동안구 호계동 854-3 ,영업,20170630,20201029.0,20190724.0
우리한우,경기도 안양시 동안구 비산동 547-14 지상2층 ,영업,20180720,,20241030.0
나쓰부,경기도 안양시 동안구 호계동 904-7 ,영업,20080806,20110726.0,20100702.0
오봉집,경기도 안양시 동안구 관양동 1604-1 ,영업,20090630,20110726.0,20100702.0
주식회사 제이에이푸드시스템,경기도 안양시 동안구 호계동 898 ,영업,20130711,,20241030.0
서울남산희래등,경기도 안양시 동안구 관양동 1591 ,영업,20080806,,20241030.0
주식회사 프리미엄파티하우스더엘,경기도 안양시 동안구 관양동 1591 ,영업,20130711,,20241030.0
화포식당평촌점,경기도 안양시 동안구 관양동 1603-5 ,영업,20090630,20150810.0,20140626.0
제주돈사돈(인덕원점),경기도 안양시 동안구 관양동 1504-3 1층 ,영업,20190724,,20241030.0
등촌샤브칼국수,경기도 안양시 동안구 관양동 1488-39 ,영업,20110726,,20241030.0
복어촌평촌역점,경기도 안양시 동안구 관양동 1599-1 ,영업,20180720,20201029.0,20190724.0
누렁소마루,경기도 안양시 동안구 비산동 576-8 ,영업,20090630,,20241030.0
수봉식품,경기도 안양시 동안구 관양동 191 ,영업,20090630,20120725.0,20100702.0
훼미리,경기도 안양시 동안구 호계동 1027-20 대림프라자 지상1층 ,영업,20110726,20201029.0,20190724.0
탐나종합어시장 안양비산점,경기도 안양시 동안구 비산동 421-88 ,영업,20180720,20201029.0,20190724.0
송학푸드,경기도 안양시 동안구 호계동 897-2 ,영업,20100702,20130529.0,20120725.0
병천순대,경기도 안양시 동안구 호계동 1045-1 ,영업,20110726,,20241030.0
중화원,경기도 안양시 동안구 호계동 902-20 ,영업,20190724,20231124.0,20221026.0
야나기참치,경기도 안양시 동안구 관양동 1386-18 ,영업,20160720,,20241030.0
더밥(인덕원점),경기도 안양시 동안구 관양동 224-5 ,영업,20190724,20241004.0,20231124.0
맛찬들왕소금구이인덕원점,경기도 안양시 동안구 관양동 1499-6 웰빙타운 ,영업,20190724,,20241030.0
산마을 베이커리카페,경기도 안양시 동안구 비산동 162-4 ,영업,20190724,20221026.0,20211102.0
소바공방 롯데백화점 평촌점,경기도 안양시 동안구 호계동 1039 외1필지 롯데백화점 지상7층 ,영업,20130711,,20241030.0
임성근국가공인진갈비,경기도 안양시 동안구 비산동 1059 비산동 키즈맘센터 지상1층 D101호,영업,20180720,,20241030.0
테이블아레테,"경기도 안양시 동안구 관양동 224-5 대륭테크노타운 15차 214,215호",영업,20170630,,20241030.0
비소원,경기도 안양시 동안구 관양동 1437-23 비소원나동 ,영업,20140626,,20241030.0
콩갈아맷돌되비지,경기도 안양시 동안구 호계동 1006 ,영업,20140626,20201029.0,20190724.0
한패처럼,경기도 안양시 동안구 호계동 669-11 ,영업,20170630,20201029.0,20190724.0
명태어장쭈갑골(호계점),경기도 안양시 동안구 호계동 968-10 ,영업,20170630,20240102.0,20231124.0
명품한정식 범계,경기도 안양시 동안구 비산동 1107 ,영업,20140626,20160720.0,20150723.0
한돈만,경기도 안양시 동안구 관양동 1499 지상1층 일부층 ,영업,20170630,,20241030.0
일등추어탕,경기도 안양시 동안구 호계동 917-2 ,영업,20150723,,20241030.0
어죽이네철렵국,경기도 안양시 동안구 관양동 1607 ,영업,20170630,20201029.0,20190724.0
백종원의쌈밥 안양비산점,"경기도 안양시 동안구 비산동 26-6 2,3층 ",영업,20140626,20240108.0,20231124.0
마벨리에,경기도 안양시 동안구 관양동 1591-8 ,영업,20140626,,20241030.0
봉가진,"경기도 안양시 동안구 비산동 168-2 2,3층 ",영업,20170630,,20241030.0
우리콩손두부,경기도 안양시 동안구 관양동 1732-5 지상1층 ,영업,20160720,20201029.0,20190724.0
장수천한방민물장어숯불구이,경기도 안양시 동안구 비산동 1032-11 2층 ,영업,20150723,,20241030.0
육대장,경기도 안양시 동안구 비산동 1053 1층 ,영업,20160720,,20241030.0
올라쿠치나,경기도 안양시 동안구 비산동 36-1 ,영업,20170630,20241030.0,20231124.0
샤우칭,경기도 안양시 동안구 관양동 1725-4 한국해사위험물검사원 지상2층일부 ,영업,20170630,,20241030.0
무스비토모,경기도 안양시 동안구 관양동 1493-15 ,영업,20180720,20220608.0,20211102.0
육식본부,경기도 안양시 동안구 관양동 1505-8 ,영업,20190724,,20241030.0
(주)해우리평촌,경기도 안양시 동안구 호계동 1039 외1필지 ,영업,20160720,,20241030.0
사계절집밥,경기도 안양시 동안구 비산동 1107 ,영업,20160720,,20241030.0
두마리찜닭 두찜 안양범계점,경기도 안양시 동안구 호계동 1049-2 ,영업,20160720,,20241030.0
크래버대게나라 안양점,경기도 안양시 동안구 관양동 1602 ,영업,20190724,,20241030.0
육화몽,경기도 안양시 동안구 관양동 1725-5 ,영업,20160720,,20241030.0
미성옥옹기해장국,경기도 안양시 동안구 관양동 1441-10 ,영업,20190724,,20241030.0
사계절한식뷔페,경기도 안양시 동안구 관양동 1746-2 대한스마트타워 B102호 ,영업,20160720,,20241030.0
남원추어탕,경기도 안양시 동안구 관양동 1722-1 데이드림 오피스텔 103호. 104호 ,영업,20180720,,20241030.0
킹콩부대찌개(안양IT밸리점),경기도 안양시 동안구 호계동 1027 안양IT밸리 근생114호 ,영업,20170630,,20241030.0
홍천참숯화로구이,경기도 안양시 동안구 비산동 422-13 외1필지 지상1층 ,영업,20180720,,20241030.0
돝고깃집,경기도 안양시 동안구 비산동 1050-4 골든클래스3차 A동 102호 ,영업,20190724,,20241030.0
꾸어바666,경기도 안양시 동안구 비산동 43-16 ,영업,20190724,,20241030.0
옥돌정,경기도 안양시 동안구 호계동 555-15 두림야스카와 103호+104호 ,영업,20190724,20250228.0,20241030.0
천지감뼈감자탕,경기도 부천시 원미구 심곡동 170-1 1층 ,영업,20070613,20110616.0,20100624.0
양촌리,"경기도 부천시 원미구 중동 792-5 1,2층 ",영업,20080625,20160519.0,20150622.0
원할머니보쌈 부천역곡점,경기도 부천시 원미구 역곡동 80-3 ,영업,20040625,,20250206.0
병천토속순대,경기도 부천시 원미구 역곡동 77-8 ,영업,20070919,20110616.0,20100624.0
서안메밀집,경기도 부천시 원미구 심곡동 296-7 영제빌딩 1층 ,영업,20181024,,20240830.0
용두리추어탕,경기도 부천시 원미구 심곡동 442-3 1층 ,영업,20040625,20090612.0,20080625.0
천마루,경기도 부천시 원미구 심곡동 179-11 1층 ,영업,20160519,20190108.0,20181024.0
손가면옥,"경기도 부천시 원미구 약대동 169-48 , 1층 ",영업,20181024,20240830.0,20230830.0
산촌숯불정,경기도 부천시 원미구 중동 1147-10 1층일부 ,영업,20060629,20120829.0,20110616.0
이학갈비,"경기도 부천시 원미구 중동 678 (1층,2층) ",영업,20130626,,20240830.0
이맛,경기도 부천시 원미구 도당동 62-3 ,영업,20040625,20240710.0,20230830.0
청정바지락생칼국수,"경기도 부천시 원미구 상동 424-12 지층일부, 1층 ",영업,20110616,,20240830.0
청학재,경기도 부천시 원미구 중동 1138-1 외2필지 조이럭타운 207호,영업,20181024,,20240830.0
강원토종삼계탕,경기도 부천시 원미구 상동 459-1 테마프라자 2층 ,영업,20040625,,20240830.0
원조마포식당,경기도 부천시 원미구 중동 597-5 1층 ,영업,20080625,20130626.0,20120829.0
영양사가 차려주는 밥상,경기도 부천시 원미구 중동 1136-4 중앙프라자2차 201호,영업,20050623,20060629.0,20050623.0
놀부부대찌개,"경기도 부천시 원미구 중동 1133-2 ,3,4    2층 ",영업,20060629,20140612.0,20130626.0
함께할개 사랑할개,경기도 부천시 원미구 중동 1147 화이트몰빌딩 지상202호일부 ,영업,20050623,20060629.0,20050623.0
안나푸르나레스토랑,경기도 부천시 원미구 심곡동 162-27 2층 ,영업,20060629,,20240830.0
부천선미복아구찜&해물찜 중동본점,경기도 부천시 원미구 심곡동 443-4 1층 ,영업,20040625,20140612.0,20130626.0
이순화명태마을,경기도 부천시 원미구 상동 407-2 반달빌딩 1층(중층) 105호,영업,20040625,20130626.0,20120829.0
청춘회관,경기도 부천시 원미구 중동 1142-16 성원프라자 101~105호,영업,20040625,20070613.0,20060629.0
싱싱장어,경기도 부천시 원미구 원미동 91-3 ,영업,20040625,20120829.0,20110616.0
한신포차 부천현대점,"경기도 부천시 원미구 중동 1163-4 동아빌딩 201,202,203호 ",영업,20040625,20060629.0,20050623.0
시골애(愛),"경기도 부천시 원미구 중동 1146 ,하이베라스 101~102호",영업,20040625,20071004.0,20070613.0
다미회포차,"경기도 부천시 원미구 중동 1142-12 , 1층 ",영업,20060629,20140612.0,20130626.0
삼팔 (38) 전주콩나물국밥,경기도 부천시 원미구 심곡동 171-23 1층 ,영업,20040625,20151029.0,20150622.0
화로구이,"경기도 부천시 원미구 상동 432-5 (1층,2층) ",영업,20110616,,20240830.0
빛뜰화로구이 부천중동점,"경기도 부천시 원미구 중동 1160 (주)부일상호신용금고 1,2층 ",영업,20060629,20181001.0,20171026.0
인디스(도당점),경기도 부천시 원미구 도당동 284-6 ,영업,20040625,20100428.0,20090612.0
와이엠(YM)무까타,경기도 부천시 원미구 중동 1158-3 2층 ,영업,20060629,20080111.0,20070613.0
명륜진사갈비 부천중동점,"경기도 부천시 원미구 중동 1062-4 로얄프라자 112,113,114호 ",영업,20070613,20090612.0,20080625.0
신선설농탕,경기도 부천시 원미구 중동 1086 1층 ,영업,20040625,20110616.0,20100624.0
원할머니보쌈,경기도 부천시 원미구 중동 1062-4 207호 ,영업,20040625,20120829.0,20110616.0
장군주먹고기,"경기도 부천시 원미구 중동 752-3 ,1층일부 ",영업,20040625,20060629.0,20050623.0
채림웨딩부페.라시떼 데장땅,경기도 부천시 원미구 심곡동 173-1 (4층) ,영업,20171026,,20240830.0
낙지한마리수제비,경기도 부천시 원미구 중동 1034-4 (101호) ,영업,20070613,20080701.0,20080625.0
두꺼비부대찌개,경기도 부천시 원미구 중동 1150-13 명보프라자 101호 103호 ,영업,20080625,20100624.0,20090612.0
김명주 뜰안채 밥상,"경기도 부천시 원미구 춘의동 240 2,3층 ",영업,20050623,20060629.0,20050623.0
털보꽃게아구,경기도 부천시 원미구 심곡동 146-15 1층 ,영업,20080625,,20240830.0
조마루뼈다귀(순천향병원상동점),경기도 부천시 원미구 중동 682 1층 ,영업,20070613,20110616.0,20100624.0
바오밥,"경기도 부천시 원미구 상동 536-4 ,5 한솔프라자 101호 ",영업,20070613,20100624.0,20090612.0
박은자 맛사랑 부천상동점,경기도 부천시 원미구 상동 533-11 부건프라자 204호 ,영업,20110616,20140612.0,20130626.0
감골오리,"경기도 부천시 원미구 상동 531-3 광장프라자 204,205호 ",영업,20070613,20100624.0,20090612.0
황궁,경기도 부천시 원미구 원미동 91-7 하나맨션 (7동101호) ,영업,20070613,20100624.0,20090612.0
어선횟집,경기도 부천시 원미구 상동 544-3 해피플러스 201~202호,영업,20171026,20230830.0,20220822.0
샤브샤브버섯칼국수,"경기도 부천시 원미구 상동 524-6 , 1층 ",영업,20050623,20060629.0,20050623.0
굿모닝차이나,"경기도 부천시 원미구 상동 535-1 206,207 ",영업,20060629,20100624.0,20090612.0
황고집바지락칼국수,경기도 부천시 원미구 상동 541-1 메가플러스 108호 ,영업,20150622,20250718.0,20240830.0
참맛진숯불갈비,"경기도 부천시 원미구 중동 1163-11 (201,202호) ",영업,20040625,,20240830.0
송도숯불장어구이전문점,경기도 부천시 원미구 상동 532-3 대야복합타워 201호,영업,20040625,,20240830.0
부천 대게나라,경기도 부천시 원미구 상동 538-3 104호~110호 ,영업,20150626,20170926.0,20160519.0
고향솥뚜껑삼겹살,경기도 부천시 원미구 상동 602-1 1층 ,영업,20040625,20090622.0,20090612.0
밤골가든,"경기도 부천시 원미구 춘의동 424-3 1층일부,2층,3층일부 ",영업,20040625,20080418.0,20070613.0
1989감자탕,경기도 부천시 원미구 상동 610-7 (1층) ,영업,20070919,20190916.0,20181024.0
개성손만두,"경기도 부천시 원미구 중동 681-5 , 1층 ",영업,20080625,,20240830.0
북경성,경기도 부천시 원미구 상동 450 (2층) ,영업,20120829,20150514.0,20140612.0
조마루뼈다귀,"경기도 부천시 원미구 춘의동 207-4 덕수빌딩(1층,2층) ",영업,20080625,20210903.0,20200821.0
진수성찬,경기도 부천시 원미구 심곡동 130-6 화신오피스텔102호 ,영업,20070613,20091009.0,20090612.0
드마리스 부천점,"경기도 부천시 원미구 상동 531-7 리파인빌 301,302,303호 ",영업,20171026,,20240123.0
내조삼계탕 부천점,"경기도 부천시 원미구 중동 1158-6 씨티원프라자201,202호 ",영업,20100624,20121022.0,20120829.0
명륜진사갈비상동점,"경기도 부천시 원미구 상동 584-6 ,5 정우프라자201,202,203,204,205,206호 ",영업,20080625,20190916.0,20181024.0
고젠,경기도 부천시 원미구 중동 1143-3 필타운 205호,영업,20070919,20140612.0,20130725.0
밥뜨락,경기도 부천시 원미구 춘의동 200-1 춘의테크노파크 102동 B11호,영업,20090612,20140612.0,20130626.0
화사랑갈비,경기도 부천시 원미구 중동 1144-5 1층 ,영업,20070613,20100624.0,20090612.0
청춘옥,경기도 부천시 원미구 역곡동 111-1 우남아파트 ,영업,20070613,,20240830.0
천지연,"경기도 부천시 원미구 중동 1208-6 2층,3층 ",영업,20070613,,20240830.0
각시보쌈,경기도 부천시 원미구 상동 432 1층 ,영업,20070613,20100624.0,20090612.0
현대옥 부천중동점,"경기도 부천시 원미구 중동 1138-1 ,2,3 조이럭타운 109,110호 ",영업,20130626,,20240830.0
외길수산,경기도 부천시 원미구 상동 530-1 디아뜨갤러리4차 201~2호,영업,20080625,20240830.0,20230830.0
상하이(상해),경기도 부천시 원미구 중동 1120-1 아이엔유 포비스타 오피스텔 201호 ,영업,20100624,,20240830.0
황금동태,"경기도 부천시 원미구 심곡동 181-13 ,1층 ",영업,20070919,20100624.0,20090612.0
부엉이산장부천역점,경기도 부천시 원미구 심곡동 379-1 1층 ,영업,20100624,20111101.0,20110616.0
삼대째손두부,"경기도 부천시 원미구 중동 1168 디아뜨1 201,202,204호 ",영업,20080625,,20240830.0
등촌샤브칼국수,"경기도 부천시 원미구 중동 1162-1 화이트밸리101,102,103,104호 ",영업,20080625,20121015.0,20120829.0
카페판타지아,"경기도 부천시 원미구 상동 529-2 판타스틱스튜디오부대시설 1, 2층 G1동 ",영업,20090612,20110616.0,20100624.0
이모네실비포차,"경기도 부천시 원미구 중동 1127-1 고산프라자 103,106,107호 ",영업,20100624,20110629.0,20110616.0
다온,경기도 부천시 원미구 중동 1144-5 2층 ,영업,20100624,,20240830.0
당아래비빔국수,경기도 부천시 원미구 심곡동 800 하나리아빌106 ,영업,20090612,,20240830.0
털랭이매운탕고향집,"경기도 부천시 원미구 상동 442-1 상동대우마이빌 111호, 112호 ",영업,20090612,,20240830.0
주식회사 화사랑 갈비,"경기도 부천시 원미구 상동 542-5 ,2,3층 ",영업,20100624,20181001.0,20171026.0
라비에벨,경기도 부천시 원미구 상동 535-5 세이브존백화점 902호 ,영업,20100624,,20240830.0
셰프하우스 구내식당,"경기도 부천시 원미구 도당동 187-7 대우테크노파크A동 205-1,205-2,206,207호 ",영업,20100624,20140612.0,20130626.0
닭이봉춘천닭갈비,"경기도 부천시 원미구 중동 1147-7 세종프라자 102호, 103호, 104호 ",영업,20160519,,20240830.0
쌈이랑 샤브랑,"경기도 부천시 원미구 중동 1143-4 ,부천시공영노외주차장(4호) 2층일부 ",영업,20100624,20120829.0,20110616.0
아리랑개성손만두전문점,경기도 부천시 원미구 중동 1124-12 상문프라자 1층 ,영업,20110616,20140612.0,20130626.0
질마재양대창,경기도 부천시 원미구 중동 1114 위브더스테이트상가 9동 115호,영업,20150622,,20240830.0
제주사랑,"경기도 부천시 원미구 중동 1114 두산위브더스테이트상가9동 110,111호 ",영업,20181024,20210910.0,20200821.0
베이징,"경기도 부천시 원미구 중동 1140 ,롯데백화점 10층 일부 ",영업,20150622,,20240830.0
대청천가남가마루,경기도 부천시 원미구 약대동 144-3 수향빌딩 1층 일부호 ,영업,20120829,,20240830.0
샤브올데이 부천중동점,경기도 부천시 원미구 중동 1035 성원빌딩 2층 ,영업,20181024,,20240830.0
속초코다리냉면,"경기도 부천시 원미구 중동 1106 외  4필지 위브더스테이트 상가1동 225, 226, 227호 ",영업,20150622,,20240830.0
신림 춘천집 부천중동현대점,경기도 부천시 원미구 중동 1167-2 103호 ,영업,20181024,20201111.0,20200821.0
백제원 약대점,경기도 부천시 원미구 약대동 177-38 백제원도쿄 2층 ,영업,20150622,,20240830.0
참숯한우천국부천역점,경기도 부천시 원미구 심곡동 138-3 1층일부 ,영업,20171026,20190916.0,20181024.0
상동왕돈까스,경기도 부천시 원미구 상동 596-2 1층 ,영업,20160519,20181001.0,20171026.0
초원샤브샤브뷔페,경기도 부천시 원미구 심곡동 164-9 1층 일부 ,영업,20181024,,20240830.0
오뎅식당,"경기도 부천시 원미구 상동 539-1 소풍  4375호, 4376호일부, 4548~4552호,4555~4556호 ",영업,20171026,,20240830.0
하남돼지집,경기도 부천시 원미구 역곡동 45-14 1층 일부 ,영업,20181024,20240830.0,20230830.0
중경홍중샤브뷔페,경기도 부천시 원미구 심곡동 165-20 1층일부 ,영업,20190916,20240830.0,20230830.0
올리바바양꼬치,"경기도 부천시 소사구 심곡본동 672-6 ,1층 ",영업,20070920,20150626.0,20140619.0
양꼬치쇼촬땐,경기도 부천시 소사구 심곡본동 681-3 ,영업,20110628,20140619.0,20130822.0
홍우정,경기도 부천시 소사구 소사본동 126-25 ,영업,20130822,20150626.0,20140619.0
털보해물탕,경기도 부천시 소사구 송내동 366-7 ,영업,20120823,,20250806.0
판다,경기도 부천시 소사구 심곡본동 681-4 ,영업,20020923,20040528.0,20030711.0
무공해숯불갈비,경기도 부천시 소사구 괴안동 168 ,영업,20080930,20100624.0,20090612.0
시골해장국,경기도 부천시 소사구 송내동 299-8 ,영업,20100624,20110628.0,20100624.0
육대포,"경기도 부천시 소사구 소사본동 194-18 ,1층 ",영업,20040624,20100624.0,20090612.0
손선호웰빙함흥냉면,경기도 부천시 소사구 괴안동 109-4 ,영업,20020923,20040624.0,20030711.0
술밤민속주점,경기도 부천시 소사구 송내동 299-32 ,영업,20040624,20080627.0,20070612.0
중경홍중샤브샤브,"경기도 부천시 소사구 괴안동 112-29 ,광백드림빌 101동 ",영업,20110628,20161116.0,20160524.0
한촌,"경기도 부천시 소사구 송내동 389 ,1,2,3층 ",영업,20040624,,20250806.0
횡성생고기,경기도 부천시 소사구 괴안동 112-22 ,영업,20040624,20120823.0,20110628.0
어부의밥상 송내본점,"경기도 부천시 소사구 송내동 709-5 ,2층 ",영업,20150626,20170926.0,20160524.0
마산아구해물탕,경기도 부천시 소사구 괴안동 150-19 ,영업,20080930,20170925.0,20160524.0
황금풍천장어,"경기도 부천시 소사구 소사본동 128-12 ,2~3층 ",영업,20040624,20140619.0,20130325.0
태산양꼬치,경기도 부천시 소사구 심곡본동 683-1 (2층) ,영업,20120823,20200821.0,20190916.0
봉평메밀막국수,경기도 부천시 소사구 송내동 449-16 1층 ,영업,20130822,,20250806.0
신백옥,"경기도 부천시 소사구 심곡본동 590-6 ,1층 105호 ",영업,20181024,20210831.0,20200821.0
고기싸롱부천송내점,경기도 부천시 소사구 송내동 385-3 ,영업,20080930,20141027.0,20140619.0
"남가네설악추어탕,한모듬순대국",경기도 부천시 소사구 괴안동 110-8 소사점하이마트 B동 1층 ,영업,20040624,20120823.0,20110628.0
강화토종웅추삼계탕,경기도 부천시 소사구 송내동 370-3 대지빌딩 ,영업,20070612,,20250806.0
돼야지,경기도 부천시 소사구 괴안동 86-3 ,영업,20070920,20100624.0,20090612.0
친구네정육식당,"경기도 부천시 소사구 소사본동 152-13 ,1층 ",영업,20110628,20130620.0,20120823.0
동남골,"경기도 부천시 소사구 괴안동 242-12 ,2층 ",영업,20100624,,20250806.0
차이나몽,"경기도 부천시 소사구 범박동 153-2 ,현대홈타운2단지 상가동 203,204,205,206호(2층) ",영업,20130822,,20250806.0
조마루감자탕중동남부점,"경기도 부천시 소사구 송내동 366-7 ,1층 ",영업,20120823,,20250806.0
조선옥설렁탕,"경기도 부천시 소사구 송내동 340-2 ,1층 ",영업,20120823,20170724.0,20160524.0
더제이케이키친박스(The JK KitchenBox),"경기도 부천시 소사구 범박동 224-8 ,1층 ",영업,20160524,,20250806.0
엠제이타워컨벤션,"경기도 부천시 소사구 소사본동 65-7 MJ타워 3, 4층 ",영업,20171026,,20250806.0
송탄금이네부대찌개,경기도 부천시 소사구 옥길동 726-2 씨티프라자 201호,영업,20190916,,20250317.0
정가네생선구이전문,"경기도 부천시 소사구 괴안동 113-1 역곡하이뷰 207,2호",영업,20181024,,20250806.0
본가닭탕,경기도 부천시 오정구 원종동 277 ,영업,20050623,20080211.0,20070622.0
두미식당,경기도 부천시 오정구 삼정동 298-12 ,영업,20030716,20080626.0,20070622.0
명가추어탕,경기도 부천시 오정구 원종동 291-1 ,영업,20050623,,20240905.0
어랏차회포차,경기도 부천시 오정구 삼정동 302 1층 ,영업,20030716,20070504.0,20060627.0
미채,경기도 부천시 오정구 오정동 577-3 ,영업,20040625,20050323.0,20040625.0
이조숯불갈비,경기도 부천시 오정구 삼정동 294-8 ,영업,20030716,20071023.0,20070622.0
작동오리불고기,경기도 부천시 오정구 작동 126-10 ,영업,20030716,,20240905.0
청기와오리촌,경기도 부천시 오정구 작동 127-3 1층전체 ,영업,20060627,20090612.0,20080626.0
송담추어탕,경기도 부천시 오정구 원종동 229-4 ,영업,20100624,20140625.0,20130627.0
양씨네왕순대,경기도 부천시 오정구 고강동 459-6 ,영업,20030716,20070622.0,20060627.0
봉순게장,경기도 부천시 오정구 작동 204-2 1층 ,영업,20050623,20130627.0,20120614.0
역곡오리집,경기도 부천시 오정구 여월동 226-5 ,영업,20030716,20070622.0,20060627.0
싱글벙글복어,경기도 부천시 오정구 작동 49-2 ,영업,20060627,20100608.0,20090612.0
정통춘천닭갈비,경기도 부천시 오정구 고강동 350-4 ,영업,20070622,20081021.0,20080626.0
무영쌈밥(원종점),"경기도 부천시 오정구 원종동 67-13 현대빌딩 1층4,5,6호 ",영업,20090612,,20240905.0
김포한탄강부천점,"경기도 부천시 오정구 원종동 67-13 현대빌딩1층 1,2호 ",영업,20130627,,20240905.0
의정부부대찌개,경기도 부천시 오정구 원종동 277-15 ,영업,20030716,20100608.0,20090612.0
시골마루,경기도 부천시 오정구 작동 225-2 ,영업,20030716,20051227.0,20050623.0
두사장네 깡통생고기,경기도 부천시 오정구 원종동 231-12 ,영업,20070622,20100608.0,20090612.0
개성진찹쌀순대,경기도 부천시 오정구 여월동 6-1 성원맨션103-101.102 ,영업,20060627,20090612.0,20080626.0
산새울,경기도 부천시 오정구 작동 144-2 가동 ,영업,20040625,20070622.0,20060627.0
청담,경기도 부천시 오정구 고강동 346-12 ,영업,20050623,20120614.0,20120614.0
덕가본가,경기도 부천시 오정구 작동 125-2 ,영업,20050623,20080303.0,20070622.0
케이푸드,경기도 부천시 오정구 삼정동 365 부천테크노파크 부대동 B01호,영업,20080925,20150630.0,20140625.0
장수골 흑염소,"경기도 부천시 오정구 고강동 349-6 월드퍼시픽 A동 101,102호",영업,20070920,20100608.0,20090612.0
등촌샤브샤브칼국수,경기도 부천시 오정구 원종동 291-44 ,영업,20050623,20080215.0,20070622.0
농실가,경기도 부천시 오정구 원종동 229-6 ,영업,20090612,20120222.0,20110616.0
마포육고기상회,경기도 부천시 오정구 고강동 284-23 ,영업,20181024,20200211.0,20190916.0
돈각시소서방생고기,"경기도 부천시 오정구 오정동 207-8 ,9 ",영업,20070920,20100608.0,20090612.0
은행나무갈매기,경기도 부천시 오정구 오정동 579-5 ,영업,20070622,20081111.0,20080626.0
황해도만두전골,경기도 부천시 오정구 원종동 273-10 부곡빌딩 ,영업,20150630,,20240905.0
백년갈비,경기도 부천시 오정구 오정동 200-1 썬프라자 202호 ,영업,20100624,20130627.0,20120614.0
조마루감자탕,경기도 부천시 오정구 원종동 229-8 105호 ,영업,20080925,20100608.0,20090612.0
부천몽돌숯불장어,경기도 부천시 오정구 작동 125-7 ,영업,20080626,20200120.0,20190916.0
베르네닭강정,경기도 부천시 오정구 원종동 372 ,영업,20080925,20110616.0,20100624.0
더삼흥,경기도 부천시 오정구 삼정동 36-1 부천테크노파크 쌍용3차 첨단제조 203동 B07호,영업,20080925,20160629.0,20160531.0
